node_id,node_type,node_category,hasGroupId,hasGender,hasAge,hasSeverity,hasSiteOfInfection,hasDiseaseStatus,hasTissue,hasGroupDay,hasNeutrophilProportion,hasTypeRegulation,hasPValue,hasLog2_FC,hasName,hasDescription,hasID,hasURI,normalized_label,short_label
Pathway_R-HSA-6802949,Pathway,Pathway,,,,,,,,,,,0.0431732092489732,,Signaling by RAS mutants,Signaling by RAS mutants,R-HSA-6802949,https://reactome.org/PathwayBrowser/#/R-HSA-6802949,R-HSA-6802949,R-HSA-6802949
Pathway_R-HSA-6802955,Pathway,Pathway,,,,,,,,,,,0.0431732092489732,,Paradoxical activation of RAF signaling by kinase inactive BRAF,Paradoxical activation of RAF signaling by kinase inactive BRAF,R-HSA-6802955,https://reactome.org/PathwayBrowser/#/R-HSA-6802955,R-HSA-6802955,R-HSA-6802955
Pathway_R-HSA-2871837,Pathway,Pathway,,,,,,,,,,,0.0436675713794412,,FCERI mediated NF-kB activation,FCERI mediated NF-kB activation,R-HSA-2871837,https://reactome.org/PathwayBrowser/#/R-HSA-2871837,R-HSA-2871837,R-HSA-2871837
Pathway_R-HSA-6785807,Pathway,Pathway,,,,,,,,,,,0.0458314500815265,,Interleukin-4 and Interleukin-13 signaling,Interleukin-4 and Interleukin-13 signaling,R-HSA-6785807,https://reactome.org/PathwayBrowser/#/R-HSA-6785807,R-HSA-6785807,R-HSA-6785807
Pathway_R-HSA-2980736,Pathway,Pathway,,,,,,,,,,,0.045890419344169,,Peptide hormone metabolism,Peptide hormone metabolism,R-HSA-2980736,https://reactome.org/PathwayBrowser/#/R-HSA-2980736,R-HSA-2980736,R-HSA-2980736
Pathway_R-HSA-421270,Pathway,Pathway,,,,,,,,,,,0.045890419344169,,Cell-cell junction organization,Cell-cell junction organization,R-HSA-421270,https://reactome.org/PathwayBrowser/#/R-HSA-421270,R-HSA-421270,R-HSA-421270
Pathway_R-HSA-983170,Pathway,Pathway,,,,,,,,,,,0.0476453485869706,,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",R-HSA-983170,https://reactome.org/PathwayBrowser/#/R-HSA-983170,R-HSA-983170,R-HSA-983170
Pathway_R-HSA-9022692,Pathway,Pathway,,,,,,,,,,,0.0476453485869706,,Regulation of MECP2 expression and activity,Regulation of MECP2 expression and activity,R-HSA-9022692,https://reactome.org/PathwayBrowser/#/R-HSA-9022692,R-HSA-9022692,R-HSA-9022692
Pathway_R-HSA-9683701,Pathway,Pathway,,,,,,,,,,,0.0476453485869706,,Translation of Structural Proteins,Translation of Structural Proteins,R-HSA-9683701,https://reactome.org/PathwayBrowser/#/R-HSA-9683701,R-HSA-9683701,R-HSA-9683701
Pathway_R-HSA-1227986,Pathway,Pathway,,,,,,,,,,,0.0489568256519782,,Signaling by ERBB2,Signaling by ERBB2,R-HSA-1227986,https://reactome.org/PathwayBrowser/#/R-HSA-1227986,R-HSA-1227986,R-HSA-1227986
Pathway_R-HSA-111885,Pathway,Pathway,,,,,,,,,,,0.0497530667106982,,Opioid Signalling,Opioid Signalling,R-HSA-111885,https://reactome.org/PathwayBrowser/#/R-HSA-111885,R-HSA-111885,R-HSA-111885
Reaction_R-HSA-199202,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-199202,R-HSA-199202
Reaction_R-HSA-916855,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-916855,R-HSA-916855
Reaction_R-HSA-382553,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-382553,R-HSA-382553
Reaction_R-HSA-2046087,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2046087,R-HSA-2046087
Reaction_R-HSA-2046093,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2046093,R-HSA-2046093
Reaction_R-HSA-382575,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-382575,R-HSA-382575
Reaction_R-HSA-382613,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-382613,R-HSA-382613
Reaction_R-HSA-390393,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-390393,R-HSA-390393
Reaction_R-HSA-5684043,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5684043,R-HSA-5684043
Reaction_R-HSA-9603775,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9603775,R-HSA-9603775
Reaction_R-HSA-9603784,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9603784,R-HSA-9603784
Reaction_R-HSA-9603804,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9603804,R-HSA-9603804
Reaction_R-HSA-5227009,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5227009,R-HSA-5227009
Reaction_R-HSA-5696131,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5696131,R-HSA-5696131
Reaction_R-HSA-6798749,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6798749,R-HSA-6798749
Reaction_R-HSA-70859,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-70859,R-HSA-70859
Reaction_R-HSA-9838035,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9838035,R-HSA-9838035
Reaction_R-HSA-9838081,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9838081,R-HSA-9838081
Reaction_R-HSA-9838093,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9838093,R-HSA-9838093
Reaction_R-HSA-9838289,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9838289,R-HSA-9838289
Reaction_R-HSA-1791069,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1791069,R-HSA-1791069
Reaction_R-HSA-77299,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-77299,R-HSA-77299
Reaction_R-HSA-8848247,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8848247,R-HSA-8848247
Reaction_R-HSA-9013009,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013009,R-HSA-9013009
Reaction_R-HSA-9013110,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013110,R-HSA-9013110
Reaction_R-HSA-201630,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-201630,R-HSA-201630
Reaction_R-HSA-9770131,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9770131,R-HSA-9770131
Reaction_R-HSA-9770141,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9770141,R-HSA-9770141
Reaction_R-HSA-9770142,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9770142,R-HSA-9770142
Reaction_R-HSA-9770145,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9770145,R-HSA-9770145
Reaction_R-HSA-9770236,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9770236,R-HSA-9770236
Reaction_R-HSA-9770847,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9770847,R-HSA-9770847
Reaction_R-HSA-9794542,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9794542,R-HSA-9794542
Reaction_R-HSA-1989749,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1989749,R-HSA-1989749
Reaction_R-HSA-2066787,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2066787,R-HSA-2066787
Reaction_R-HSA-390256,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-390256,R-HSA-390256
Reaction_R-HSA-9033233,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9033233,R-HSA-9033233
Reaction_R-HSA-9033235,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9033235,R-HSA-9033235
Reaction_R-HSA-9033236,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9033236,R-HSA-9033236
Reaction_R-HSA-9033515,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9033515,R-HSA-9033515
Reaction_R-HSA-1989778,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1989778,R-HSA-1989778
Reaction_R-HSA-201035,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-201035,R-HSA-201035
Reaction_R-HSA-2046085,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2046085,R-HSA-2046085
Reaction_R-HSA-2046098,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2046098,R-HSA-2046098
Reaction_R-HSA-9859188,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9859188,R-HSA-9859188
Reaction_R-HSA-449911,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-449911,R-HSA-449911
Reaction_R-HSA-1861595,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1861595,R-HSA-1861595
Reaction_R-HSA-190519,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-190519,R-HSA-190519
Reaction_R-HSA-190829,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-190829,R-HSA-190829
Reaction_R-HSA-196017,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-196017,R-HSA-196017
Reaction_R-HSA-196026,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-196026,R-HSA-196026
Reaction_R-HSA-2029466,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2029466,R-HSA-2029466
Reaction_R-HSA-2029473,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2029473,R-HSA-2029473
Reaction_R-HSA-2029476,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2029476,R-HSA-2029476
Reaction_R-HSA-203070,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-203070,R-HSA-203070
Reaction_R-HSA-2197690,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2197690,R-HSA-2197690
Reaction_R-HSA-2316349,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2316349,R-HSA-2316349
Reaction_R-HSA-2316352,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2316352,R-HSA-2316352
Reaction_R-HSA-3321975,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3321975,R-HSA-3321975
Reaction_R-HSA-373736,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-373736,R-HSA-373736
Reaction_R-HSA-373739,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-373739,R-HSA-373739
Reaction_R-HSA-389970,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-389970,R-HSA-389970
Reaction_R-HSA-389980,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-389980,R-HSA-389980
Reaction_R-HSA-390453,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-390453,R-HSA-390453
Reaction_R-HSA-390459,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-390459,R-HSA-390459
Reaction_R-HSA-392751,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-392751,R-HSA-392751
Reaction_R-HSA-3928595,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3928595,R-HSA-3928595
Reaction_R-HSA-3928654,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3928654,R-HSA-3928654
Reaction_R-HSA-430347,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-430347,R-HSA-430347
Reaction_R-HSA-433725,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-433725,R-HSA-433725
Reaction_R-HSA-442592,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-442592,R-HSA-442592
Reaction_R-HSA-443779,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-443779,R-HSA-443779
Reaction_R-HSA-445089,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-445089,R-HSA-445089
Reaction_R-HSA-5218916,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5218916,R-HSA-5218916
Reaction_R-HSA-5250947,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5250947,R-HSA-5250947
Reaction_R-HSA-5626507,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5626507,R-HSA-5626507
Reaction_R-HSA-5665659,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665659,R-HSA-5665659
Reaction_R-HSA-5665751,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665751,R-HSA-5665751
Reaction_R-HSA-5665767,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665767,R-HSA-5665767
Reaction_R-HSA-5665802,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665802,R-HSA-5665802
Reaction_R-HSA-5665809,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665809,R-HSA-5665809
Reaction_R-HSA-5665982,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5665982,R-HSA-5665982
Reaction_R-HSA-5666001,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5666001,R-HSA-5666001
Reaction_R-HSA-5672972,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5672972,R-HSA-5672972
Reaction_R-HSA-5672973,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5672973,R-HSA-5672973
Reaction_R-HSA-5672978,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5672978,R-HSA-5672978
Reaction_R-HSA-5672980,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5672980,R-HSA-5672980
Reaction_R-HSA-5689544,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5689544,R-HSA-5689544
Reaction_R-HSA-5691006,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5691006,R-HSA-5691006
Reaction_R-HSA-5692437,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5692437,R-HSA-5692437
Reaction_R-HSA-6802910,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802910,R-HSA-6802910
Reaction_R-HSA-6802911,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802911,R-HSA-6802911
Reaction_R-HSA-6802912,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802912,R-HSA-6802912
Reaction_R-HSA-6802914,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802914,R-HSA-6802914
Reaction_R-HSA-6802918,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802918,R-HSA-6802918
Reaction_R-HSA-6802919,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802919,R-HSA-6802919
Reaction_R-HSA-6802921,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802921,R-HSA-6802921
Reaction_R-HSA-6802922,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802922,R-HSA-6802922
Reaction_R-HSA-6802925,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802925,R-HSA-6802925
Reaction_R-HSA-6802926,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802926,R-HSA-6802926
Reaction_R-HSA-6802932,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802932,R-HSA-6802932
Reaction_R-HSA-6802933,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802933,R-HSA-6802933
Reaction_R-HSA-6802934,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802934,R-HSA-6802934
Reaction_R-HSA-6802935,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802935,R-HSA-6802935
Reaction_R-HSA-6802942,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802942,R-HSA-6802942
Reaction_R-HSA-6802943,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802943,R-HSA-6802943
Reaction_R-HSA-6803227,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6803227,R-HSA-6803227
Reaction_R-HSA-6803230,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6803230,R-HSA-6803230
Reaction_R-HSA-6803233,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6803233,R-HSA-6803233
Reaction_R-HSA-6803234,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6803234,R-HSA-6803234
Reaction_R-HSA-8868230,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868230,R-HSA-8868230
Reaction_R-HSA-8868236,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868236,R-HSA-8868236
Reaction_R-HSA-8868648,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868648,R-HSA-8868648
Reaction_R-HSA-8868651,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868651,R-HSA-8868651
Reaction_R-HSA-8868658,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868658,R-HSA-8868658
Reaction_R-HSA-8868659,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868659,R-HSA-8868659
Reaction_R-HSA-8868660,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868660,R-HSA-8868660
Reaction_R-HSA-8868661,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8868661,R-HSA-8868661
Reaction_R-HSA-8869438,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8869438,R-HSA-8869438
Reaction_R-HSA-8871193,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8871193,R-HSA-8871193
Reaction_R-HSA-8871194,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8871194,R-HSA-8871194
Reaction_R-HSA-9656209,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9656209,R-HSA-9656209
Reaction_R-HSA-9656211,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9656211,R-HSA-9656211
Reaction_R-HSA-9656214,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9656214,R-HSA-9656214
Reaction_R-HSA-9656215,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9656215,R-HSA-9656215
Reaction_R-HSA-9657599,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9657599,R-HSA-9657599
Reaction_R-HSA-9657603,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9657603,R-HSA-9657603
Reaction_R-HSA-9657606,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9657606,R-HSA-9657606
Reaction_R-HSA-9657608,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9657608,R-HSA-9657608
Reaction_R-HSA-9659380,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9659380,R-HSA-9659380
Reaction_R-HSA-9663363,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9663363,R-HSA-9663363
Reaction_R-HSA-9666458,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9666458,R-HSA-9666458
Reaction_R-HSA-9693125,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9693125,R-HSA-9693125
Reaction_R-HSA-9727450,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9727450,R-HSA-9727450
Reaction_R-HSA-9824579,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9824579,R-HSA-9824579
Reaction_R-HSA-9824593,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9824593,R-HSA-9824593
Reaction_R-HSA-9824981,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9824981,R-HSA-9824981
Reaction_R-HSA-9825847,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9825847,R-HSA-9825847
Reaction_R-HSA-9845308,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9845308,R-HSA-9845308
Reaction_R-HSA-9913335,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9913335,R-HSA-9913335
Reaction_R-HSA-9914537,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9914537,R-HSA-9914537
Reaction_R-HSA-9933236,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9933236,R-HSA-9933236
Reaction_R-HSA-9933237,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9933237,R-HSA-9933237
Reaction_R-HSA-9933238,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9933238,R-HSA-9933238
Reaction_R-HSA-9934021,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934021,R-HSA-9934021
Reaction_R-HSA-9934023,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934023,R-HSA-9934023
Reaction_R-HSA-9934024,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934024,R-HSA-9934024
Reaction_R-HSA-9934294,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934294,R-HSA-9934294
Reaction_R-HSA-9934410,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934410,R-HSA-9934410
Reaction_R-HSA-9934486,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9934486,R-HSA-9934486
Reaction_R-HSA-994169,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-994169,R-HSA-994169
Reaction_R-NUL-4551334,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-4551334,R-NUL-4551334
Reaction_R-HSA-9018787,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9018787,R-HSA-9018787
Reaction_R-NUL-9913739,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-9913739,R-NUL-9913739
Reaction_R-HSA-451403,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-451403,R-HSA-451403
Reaction_R-HSA-481007,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-481007,R-HSA-481007
Reaction_R-HSA-157629,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-157629,R-HSA-157629
Reaction_R-HSA-157632,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-157632,R-HSA-157632
Reaction_R-HSA-177946,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-177946,R-HSA-177946
Reaction_R-HSA-2168960,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2168960,R-HSA-2168960
Reaction_R-HSA-2220944,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2220944,R-HSA-2220944
Reaction_R-HSA-2220976,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2220976,R-HSA-2220976
Reaction_R-HSA-2666278,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2666278,R-HSA-2666278
Reaction_R-HSA-2730752,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2730752,R-HSA-2730752
Reaction_R-HSA-3928660,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3928660,R-HSA-3928660
Reaction_R-HSA-4224014,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4224014,R-HSA-4224014
Reaction_R-HSA-6798747,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6798747,R-HSA-6798747
Reaction_R-HSA-6799350,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6799350,R-HSA-6799350
Reaction_R-HSA-8952289,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8952289,R-HSA-8952289
Reaction_R-HSA-9010034,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9010034,R-HSA-9010034
Reaction_R-HSA-9010074,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9010074,R-HSA-9010074
Reaction_R-HSA-9010113,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9010113,R-HSA-9010113
Reaction_R-HSA-9013284,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9013284,R-HSA-9013284
Reaction_R-HSA-9604264,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9604264,R-HSA-9604264
Reaction_R-HSA-5173005,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5173005,R-HSA-5173005
Reaction_R-HSA-5173192,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5173192,R-HSA-5173192
Reaction_R-HSA-6785565,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6785565,R-HSA-6785565
Reaction_R-HSA-1015702,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1015702,R-HSA-1015702
Reaction_R-HSA-111237,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-111237,R-HSA-111237
Reaction_R-HSA-75090,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-75090,R-HSA-75090
Reaction_R-HSA-77614,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-77614,R-HSA-77614
Reaction_R-HSA-9833723,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9833723,R-HSA-9833723
Reaction_R-HSA-9835944,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9835944,R-HSA-9835944
Reaction_R-HSA-5226999,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5226999,R-HSA-5226999
Reaction_R-HSA-9693198,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9693198,R-HSA-9693198
Reaction_R-HSA-1237119,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1237119,R-HSA-1237119
Reaction_R-HSA-8848663,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8848663,R-HSA-8848663
Reaction_R-HSA-187661,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-187661,R-HSA-187661
Reaction_R-HSA-379044,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-379044,R-HSA-379044
Reaction_R-HSA-418925,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-418925,R-HSA-418925
Reaction_R-HSA-5684862,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5684862,R-HSA-5684862
Reaction_R-HSA-744886,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-744886,R-HSA-744886
Reaction_R-HSA-744887,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-744887,R-HSA-744887
Reaction_R-HSA-9613023,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9613023,R-HSA-9613023
Reaction_R-HSA-1168640,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1168640,R-HSA-1168640
Reaction_R-HSA-1234159,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1234159,R-HSA-1234159
Reaction_R-HSA-1236935,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1236935,R-HSA-1236935
Reaction_R-HSA-1236970,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1236970,R-HSA-1236970
Reaction_R-HSA-1504193,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1504193,R-HSA-1504193
Reaction_R-HSA-174058,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-174058,R-HSA-174058
Reaction_R-HSA-174105,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-174105,R-HSA-174105
Reaction_R-HSA-174202,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-174202,R-HSA-174202
Reaction_R-HSA-174203,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-174203,R-HSA-174203
Reaction_R-HSA-174255,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-174255,R-HSA-174255
Reaction_R-HSA-180573,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-180573,R-HSA-180573
