node_id,node_type,node_category,hasGroupId,hasGender,hasAge,hasSeverity,hasSiteOfInfection,hasDiseaseStatus,hasTissue,hasGroupDay,hasNeutrophilProportion,hasTypeRegulation,hasPValue,hasLog2_FC,hasName,hasDescription,hasID,hasURI,normalized_label,short_label
Reaction_R-HSA-8983378,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8983378,R-HSA-8983378
Reaction_R-HSA-8985900,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8985900,R-HSA-8985900
Reaction_R-HSA-8985914,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8985914,R-HSA-8985914
Reaction_R-HSA-8985929,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8985929,R-HSA-8985929
Reaction_R-HSA-8985973,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8985973,R-HSA-8985973
Reaction_R-HSA-8985988,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8985988,R-HSA-8985988
Reaction_R-HSA-9006844,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9006844,R-HSA-9006844
Reaction_R-HSA-9006850,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9006850,R-HSA-9006850
Reaction_R-HSA-9006870,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9006870,R-HSA-9006870
Reaction_R-HSA-9006873,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9006873,R-HSA-9006873
Reaction_R-HSA-9009700,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9009700,R-HSA-9009700
Reaction_R-HSA-9025969,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9025969,R-HSA-9025969
Reaction_R-HSA-913374,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-913374,R-HSA-913374
Reaction_R-HSA-919404,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-919404,R-HSA-919404
Reaction_R-HSA-9701556,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9701556,R-HSA-9701556
Reaction_R-HSA-9760399,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9760399,R-HSA-9760399
Reaction_R-HSA-9760402,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9760402,R-HSA-9760402
Reaction_R-HSA-9760652,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9760652,R-HSA-9760652
Reaction_R-HSA-9760965,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9760965,R-HSA-9760965
Reaction_R-HSA-1855154,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855154,R-HSA-1855154
Reaction_R-HSA-1855210,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855210,R-HSA-1855210
Reaction_R-HSA-1855211,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855211,R-HSA-1855211
Reaction_R-HSA-4086083,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4086083,R-HSA-4086083
Reaction_R-HSA-6810376,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6810376,R-HSA-6810376
Reaction_R-HSA-6811479,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6811479,R-HSA-6811479
Reaction_R-HSA-6811508,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6811508,R-HSA-6811508
Reaction_R-HSA-1675949,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1675949,R-HSA-1675949
Reaction_R-HSA-1855218,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855218,R-HSA-1855218
Reaction_R-HSA-202237,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-202237,R-HSA-202237
Reaction_R-HSA-210290,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-210290,R-HSA-210290
Reaction_R-HSA-2317530,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2317530,R-HSA-2317530
Reaction_R-HSA-2317531,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2317531,R-HSA-2317531
Reaction_R-NUL-2317526,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-2317526,R-NUL-2317526
Reaction_R-HSA-9710294,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9710294,R-HSA-9710294
Reaction_R-HSA-9710295,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9710295,R-HSA-9710295
Reaction_R-HSA-9909608,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9909608,R-HSA-9909608
Reaction_R-HSA-994020,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-994020,R-HSA-994020
Reaction_R-HSA-994034,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-994034,R-HSA-994034
Reaction_R-HSA-994038,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-994038,R-HSA-994038
Reaction_R-HSA-1028816,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1028816,R-HSA-1028816
Reaction_R-HSA-1028819,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1028819,R-HSA-1028819
Reaction_R-HSA-1028820,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1028820,R-HSA-1028820
Reaction_R-HSA-1028821,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1028821,R-HSA-1028821
Reaction_R-HSA-168933,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-168933,R-HSA-168933
Reaction_R-HSA-177671,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-177671,R-HSA-177671
Reaction_R-HSA-933531,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-933531,R-HSA-933531
Reaction_R-HSA-933533,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-933533,R-HSA-933533
Reaction_R-HSA-933536,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-933536,R-HSA-933536
Reaction_R-HSA-9604487,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9604487,R-HSA-9604487
Reaction_R-HSA-9604499,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9604499,R-HSA-9604499
Reaction_R-HSA-975106,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-975106,R-HSA-975106
Reaction_R-HSA-975118,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-975118,R-HSA-975118
Reaction_R-HSA-975188,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-975188,R-HSA-975188
Reaction_R-HSA-9768142,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9768142,R-HSA-9768142
Reaction_R-HSA-1169307,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169307,R-HSA-1169307
Reaction_R-HSA-1169394,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169394,R-HSA-1169394
Reaction_R-HSA-1169395,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169395,R-HSA-1169395
Reaction_R-HSA-1169397,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169397,R-HSA-1169397
Reaction_R-HSA-1169398,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169398,R-HSA-1169398
Reaction_R-HSA-1169399,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169399,R-HSA-1169399
Reaction_R-HSA-1169402,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169402,R-HSA-1169402
Reaction_R-HSA-1169403,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169403,R-HSA-1169403
Reaction_R-HSA-1169404,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169404,R-HSA-1169404
Reaction_R-HSA-1169405,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1169405,R-HSA-1169405
Reaction_R-HSA-1176059,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1176059,R-HSA-1176059
Reaction_R-HSA-1678843,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1678843,R-HSA-1678843
Reaction_R-HSA-168935,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-168935,R-HSA-168935
Reaction_R-HSA-5653754,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5653754,R-HSA-5653754
Reaction_R-HSA-5653766,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5653766,R-HSA-5653766
Reaction_R-HSA-5653770,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5653770,R-HSA-5653770
Reaction_R-HSA-5653780,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5653780,R-HSA-5653780
Reaction_R-HSA-5653786,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5653786,R-HSA-5653786
Reaction_R-HSA-936462,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-936462,R-HSA-936462
Reaction_R-HSA-936563,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-936563,R-HSA-936563
Reaction_R-HSA-9729725,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9729725,R-HSA-9729725
Reaction_R-HSA-9755244,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9755244,R-HSA-9755244
Reaction_R-HSA-9927247,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9927247,R-HSA-9927247
Reaction_R-HSA-114563,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-114563,R-HSA-114563
Reaction_R-HSA-198941,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-198941,R-HSA-198941
Reaction_R-HSA-202706,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-202706,R-HSA-202706
Reaction_R-HSA-202723,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-202723,R-HSA-202723
Reaction_R-HSA-204434,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-204434,R-HSA-204434
Reaction_R-HSA-216040,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216040,R-HSA-216040
Reaction_R-HSA-216043,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216043,R-HSA-216043
Reaction_R-HSA-216045,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216045,R-HSA-216045
Reaction_R-HSA-216048,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216048,R-HSA-216048
Reaction_R-HSA-216050,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216050,R-HSA-216050
Reaction_R-HSA-216051,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216051,R-HSA-216051
Reaction_R-HSA-216058,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216058,R-HSA-216058
Reaction_R-HSA-216061,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216061,R-HSA-216061
Reaction_R-HSA-216064,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216064,R-HSA-216064
Reaction_R-HSA-216068,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-216068,R-HSA-216068
Reaction_R-HSA-2327695,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2327695,R-HSA-2327695
Reaction_R-HSA-2327746,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2327746,R-HSA-2327746
Reaction_R-HSA-2328037,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2328037,R-HSA-2328037
Reaction_R-HSA-2395320,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2395320,R-HSA-2395320
Reaction_R-HSA-2396029,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2396029,R-HSA-2396029
Reaction_R-HSA-2426471,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2426471,R-HSA-2426471
Reaction_R-HSA-2467436,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2467436,R-HSA-2467436
Reaction_R-HSA-2470555,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2470555,R-HSA-2470555
Reaction_R-HSA-2473511,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2473511,R-HSA-2473511
Reaction_R-HSA-2484965,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2484965,R-HSA-2484965
Reaction_R-HSA-265424,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-265424,R-HSA-265424
Reaction_R-HSA-265428,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-265428,R-HSA-265428
Reaction_R-HSA-265429,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-265429,R-HSA-265429
Reaction_R-HSA-2681667,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2681667,R-HSA-2681667
Reaction_R-HSA-2731074,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2731074,R-HSA-2731074
Reaction_R-HSA-2752118,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2752118,R-HSA-2752118
Reaction_R-HSA-2752125,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2752125,R-HSA-2752125
Reaction_R-HSA-349626,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-349626,R-HSA-349626
Reaction_R-HSA-374686,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-374686,R-HSA-374686
Reaction_R-HSA-3907292,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-3907292,R-HSA-3907292
Reaction_R-HSA-4084903,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4084903,R-HSA-4084903
Reaction_R-HSA-4084910,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4084910,R-HSA-4084910
Reaction_R-HSA-4084912,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4084912,R-HSA-4084912
Reaction_R-HSA-4085083,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4085083,R-HSA-4085083
Reaction_R-HSA-4085133,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4085133,R-HSA-4085133
Reaction_R-HSA-4086132,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4086132,R-HSA-4086132
Reaction_R-HSA-4086223,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4086223,R-HSA-4086223
Reaction_R-HSA-4088220,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4088220,R-HSA-4088220
Reaction_R-HSA-4088264,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4088264,R-HSA-4088264
Reaction_R-HSA-432897,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-432897,R-HSA-432897
Reaction_R-HSA-434990,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-434990,R-HSA-434990
Reaction_R-HSA-445088,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-445088,R-HSA-445088
Reaction_R-HSA-4539779,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4539779,R-HSA-4539779
Reaction_R-HSA-5666049,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5666049,R-HSA-5666049
Reaction_R-HSA-6788346,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6788346,R-HSA-6788346
Reaction_R-HSA-8874079,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8874079,R-HSA-8874079
Reaction_R-HSA-8875531,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8875531,R-HSA-8875531
Reaction_R-HSA-9609689,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9609689,R-HSA-9609689
Reaction_R-HSA-9610867,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9610867,R-HSA-9610867
Reaction_R-HSA-9611147,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9611147,R-HSA-9611147
Reaction_R-HSA-9611158,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9611158,R-HSA-9611158
Reaction_R-HSA-9624017,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9624017,R-HSA-9624017
Reaction_R-HSA-9679740,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9679740,R-HSA-9679740
Reaction_R-HSA-9725621,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9725621,R-HSA-9725621
Reaction_R-HSA-9830765,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9830765,R-HSA-9830765
Reaction_R-HSA-9830951,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9830951,R-HSA-9830951
Reaction_R-HSA-9857649,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9857649,R-HSA-9857649
Reaction_R-HSA-9857673,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9857673,R-HSA-9857673
Reaction_R-HSA-9857682,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9857682,R-HSA-9857682
Reaction_R-HSA-9857703,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9857703,R-HSA-9857703
Reaction_R-HSA-9861484,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9861484,R-HSA-9861484
Reaction_R-HSA-9865182,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865182,R-HSA-9865182
Reaction_R-HSA-9865184,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865184,R-HSA-9865184
Reaction_R-HSA-9865215,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865215,R-HSA-9865215
Reaction_R-HSA-9865226,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865226,R-HSA-9865226
Reaction_R-HSA-9865228,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865228,R-HSA-9865228
Reaction_R-HSA-9865238,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865238,R-HSA-9865238
Reaction_R-HSA-9865501,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865501,R-HSA-9865501
Reaction_R-HSA-9865520,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865520,R-HSA-9865520
Reaction_R-HSA-9865748,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9865748,R-HSA-9865748
Reaction_R-HSA-9925817,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9925817,R-HSA-9925817
Reaction_R-HSA-9925879,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9925879,R-HSA-9925879
Reaction_R-HSA-9925892,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9925892,R-HSA-9925892
Reaction_R-HSA-9927428,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9927428,R-HSA-9927428
Reaction_R-HSA-9960175,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9960175,R-HSA-9960175
Reaction_R-NUL-2467431,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-2467431,R-NUL-2467431
Reaction_R-NUL-2473498,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-2473498,R-NUL-2473498
Reaction_R-NUL-2545201,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-2545201,R-NUL-2545201
Reaction_R-NUL-2752136,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-2752136,R-NUL-2752136
Reaction_R-NUL-3907289,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-3907289,R-NUL-3907289
Reaction_R-NUL-4084899,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-4084899,R-NUL-4084899
Reaction_R-NUL-4084908,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-4084908,R-NUL-4084908
Reaction_R-NUL-4084922,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-4084922,R-NUL-4084922
Reaction_R-NUL-4085088,Reaction,Other,,,,,,,,,,,,,,,,,R-NUL-4085088,R-NUL-4085088
Reaction_R-HSA-1855159,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855159,R-HSA-1855159
Reaction_R-HSA-1855162,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855162,R-HSA-1855162
Reaction_R-HSA-1855169,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855169,R-HSA-1855169
Reaction_R-HSA-1855171,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855171,R-HSA-1855171
Reaction_R-HSA-1855172,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855172,R-HSA-1855172
Reaction_R-HSA-1855197,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855197,R-HSA-1855197
Reaction_R-HSA-1855219,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1855219,R-HSA-1855219
Reaction_R-HSA-2267372,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-2267372,R-HSA-2267372
Reaction_R-HSA-994137,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-994137,R-HSA-994137
Reaction_R-HSA-994140,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-994140,R-HSA-994140
Reaction_R-HSA-4754181,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4754181,R-HSA-4754181
Reaction_R-HSA-5661116,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5661116,R-HSA-5661116
Reaction_R-HSA-4724284,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4724284,R-HSA-4724284
Reaction_R-HSA-5661115,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5661115,R-HSA-5661115
Reaction_R-HSA-9024361,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9024361,R-HSA-9024361
Reaction_R-HSA-9024386,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9024386,R-HSA-9024386
Reaction_R-HSA-997263,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-997263,R-HSA-997263
Reaction_R-HSA-5688797,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5688797,R-HSA-5688797
Reaction_R-HSA-5658424,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5658424,R-HSA-5658424
Reaction_R-HSA-9011289,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9011289,R-HSA-9011289
Reaction_R-HSA-9011300,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9011300,R-HSA-9011300
Reaction_R-HSA-9828175,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9828175,R-HSA-9828175
Reaction_R-HSA-156723,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-156723,R-HSA-156723
Reaction_R-HSA-983259,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-983259,R-HSA-983259
Reaction_R-HSA-983266,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-983266,R-HSA-983266
Reaction_R-HSA-984648,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-984648,R-HSA-984648
Reaction_R-HSA-990478,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-990478,R-HSA-990478
Reaction_R-HSA-5685608,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5685608,R-HSA-5685608
Reaction_R-HSA-9734670,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9734670,R-HSA-9734670
Reaction_R-HSA-9734687,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9734687,R-HSA-9734687
Reaction_R-HSA-9734713,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-9734713,R-HSA-9734713
Reaction_R-HSA-1168636,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-1168636,R-HSA-1168636
Reaction_R-HSA-170986,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-170986,R-HSA-170986
Reaction_R-HSA-171026,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-171026,R-HSA-171026
Reaction_R-HSA-4332359,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-4332359,R-HSA-4332359
Reaction_R-HSA-442732,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-442732,R-HSA-442732
Reaction_R-HSA-5218845,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5218845,R-HSA-5218845
Reaction_R-HSA-5621573,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5621573,R-HSA-5621573
Reaction_R-HSA-5624492,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5624492,R-HSA-5624492
Reaction_R-HSA-5624494,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5624494,R-HSA-5624494
Reaction_R-HSA-5658231,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5658231,R-HSA-5658231
Reaction_R-HSA-5658435,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5658435,R-HSA-5658435
Reaction_R-HSA-5672950,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5672950,R-HSA-5672950
Reaction_R-HSA-5672966,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5672966,R-HSA-5672966
Reaction_R-HSA-5672969,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5672969,R-HSA-5672969
Reaction_R-HSA-5674018,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5674018,R-HSA-5674018
Reaction_R-HSA-5674022,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5674022,R-HSA-5674022
Reaction_R-HSA-5675417,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5675417,R-HSA-5675417
Reaction_R-HSA-5675431,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5675431,R-HSA-5675431
Reaction_R-HSA-5675433,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-5675433,R-HSA-5675433
Reaction_R-HSA-6802834,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802834,R-HSA-6802834
Reaction_R-HSA-6802837,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802837,R-HSA-6802837
Reaction_R-HSA-6802908,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802908,R-HSA-6802908
Reaction_R-HSA-6802915,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802915,R-HSA-6802915
Reaction_R-HSA-6802916,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802916,R-HSA-6802916
Reaction_R-HSA-6802924,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802924,R-HSA-6802924
Reaction_R-HSA-6802937,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802937,R-HSA-6802937
Reaction_R-HSA-6802941,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6802941,R-HSA-6802941
Reaction_R-HSA-6803240,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-6803240,R-HSA-6803240
Reaction_R-HSA-8851877,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8851877,R-HSA-8851877
Reaction_R-HSA-8936676,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8936676,R-HSA-8936676
Reaction_R-HSA-8936731,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8936731,R-HSA-8936731
Reaction_R-HSA-8941613,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8941613,R-HSA-8941613
Reaction_R-HSA-8941618,Reaction,Pathway,,,,,,,,,,,,,,,,,R-HSA-8941618,R-HSA-8941618
