Source,Target,Relation,Type,Weight
Protein_MOV10,Protein_PEX5,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_SMARCC2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_TK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_MED29,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_SUPT5H,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_DYRK1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOV10,Protein_CSTF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MRPL12,Protein_MRPL12,hasPhysicalInteractionWith,Undirected,1.0
Protein_MRPL12,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_MED30,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_MBD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_MBD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MTA2,Protein_POLR2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_BCR,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_CSE1L,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_DDX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_CUL4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_CUL4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_DDX17,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_MAPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_MAPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SMARCA5,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_PCBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_PSMC6,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_TUBG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_TRIM21,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_PAK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_PAK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MYC,Protein_SNRNP70,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCK1,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCK1,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCK1,Protein_NEDD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCK1,Protein_PAK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCK1,Protein_PAK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCK1,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_ATXN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_ATXN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_NR3C1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_NR3C1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NCOR2,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_FYN,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_FYN,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_PTPN12,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_PTPN12,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_NEDD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_NCK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_TRIP6,hasPhysicalInteractionWith,Undirected,1.0
Protein_NEDD9,Protein_TRIP6,hasPhysicalInteractionWith,Undirected,1.0
Protein_NME1,Protein_NME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NME1,Protein_TERF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NME1,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_NME1,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_CREB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_CREB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_NR3C1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_NCOR2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_NCOR2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NR3C1,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUDT21,Protein_NUDT21,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUDT21,Protein_RPLP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUDT21,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUDT21,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUDT21,Protein_POLR2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUP214,Protein_ZFP36,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUP214,Protein_ZFP36,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUP214,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUP214,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUP214,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUP214,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_NUP214,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_BCAS2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_ACTR3,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_AP2A2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_CHMP1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_BID,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_NXF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_MCL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_TPM3,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_DCTN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_CTNNB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_PEX5,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SMARCC2,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_MED4,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_USP14,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SUPT5H,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_DYRK1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_NXF1,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_P4HB,Protein_FEZ1,hasPhysicalInteractionWith,Undirected,1.0
Protein_P4HB,Protein_P4HB,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_ZFP36,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_ZFP36,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_RPS21,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_USP10,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_USP10,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PABPC1,Protein_P4HB,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_CDC42,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_CDC42,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_NCK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_NCK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_PAK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_PAK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK1,Protein_PAK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK2,Protein_CDC42,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK2,Protein_CDC42,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK2,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK2,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK2,Protein_PAK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PAK2,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_PCBP1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PCBP1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PCBP1,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PCBP1,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PCBP1,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_PCBP1,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDCD10,Protein_MOB4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDCD10,Protein_MOB4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDPK1,Protein_G3BP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDPK1,Protein_PDPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDPK1,Protein_PRKCB,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDPK1,Protein_PRKCB,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDPK1,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDPK1,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_PDPK1,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_INPP5D,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PIK3R1,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PKM,Protein_PCBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PKM,Protein_PCBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PKM,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_BLOC1S6,Protein_DTNBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_BLOC1S6,Protein_DTNBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_BLOC1S6,Protein_BLOC1S6,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_ATXN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_CTNNB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_NCOR2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_NCOR2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_MAPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_SIAH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_RUNX2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PML,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_UBE2W,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_SMARCC2,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_POLR2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_SUPT5H,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_SUPT5H,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_TCEA1,hasPhysicalInteractionWith,Undirected,1.0
Protein_POLR2C,Protein_TCEA1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PPP1CB,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_PPP2CB,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PPP2CB,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PPP2CB,Protein_MOB4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PPP2CB,Protein_MOB4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PPP2CB,Protein_RPLP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PPP2CB,Protein_TTC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOB4,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOB4,Protein_PDCD10,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOB4,Protein_PDCD10,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOB4,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOB4,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOB4,Protein_PPP2CB,hasPhysicalInteractionWith,Undirected,1.0
Protein_MOB4,Protein_PPP2CB,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRKAR1A,Protein_PRKAR1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRKAR1A,Protein_PRPF31,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRKCB,Protein_RNF31,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRKCB,Protein_PRKCB,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_CTNNBL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_CTNNBL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_PRPF31,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PRPF31,Protein_RBM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMB5,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_ADRM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_ADRM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_PSMC6,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_USP14,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_USP14,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_UBE2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSMC6,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSME1,Protein_CSE1L,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSME1,Protein_ADRM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSME1,Protein_ADRM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PSME1,Protein_PSME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTBP1,Protein_ISG15,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTBP1,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTBP1,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_FYN,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_FYN,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_NEDD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_NEDD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_MBD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_PTK2B,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTK2B,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTPN12,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTPN12,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTPN12,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTPN12,Protein_SHC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTPN12,Protein_PTK2B,hasPhysicalInteractionWith,Undirected,1.0
Protein_PTPN12,Protein_PTK2B,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAB11A,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAB5A,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAB5A,Protein_PIK3R1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAB5A,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAB5A,Protein_RAB11A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAB5A,Protein_RAB11A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_ACTR3,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_HNRNPH2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_CUL4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_EIF3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_G3BP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_EEF1D,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_MCM4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_SMARCA5,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_SMARCA5,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_SMC1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_SMC1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_TPM3,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_UBA1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_RAD21,Protein_SNW1,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBBP4,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBBP4,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBBP4,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBBP4,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_RBBP4,Protein_SMARCA5,hasPhysicalInteractionWith,Undirected,1.0
