Source,Target,Relation,Type,Weight
Protein_SRRM2,Protein_HNRNPH3,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_EEF1D,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_DDX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_MRPL12,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_YBX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_UTP14A,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SRRM2,Protein_SNIP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_CHMP1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_CHMP1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_CHMP1B,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_CHMP1B,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_GRB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAMBP,Protein_CTNNBL1,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAT1,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAT1,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAT1,Protein_DCTN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_STAT1,Protein_STAT1,hasPhysicalInteractionWith,Undirected,1.0
Protein_STRAP,Protein_NME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_STRAP,Protein_NME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_STRAP,Protein_STRAP,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO1,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_CHD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_SUMO2,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUMO2,Protein_IRF7,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUPT16H,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUPT16H,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUPT16H,Protein_SUPT16H,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUPT5H,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUPT5H,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_SUPT5H,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TANK,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_TANK,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_TANK,Protein_IRF7,hasPhysicalInteractionWith,Undirected,1.0
Protein_TANK,Protein_IRF7,hasPhysicalInteractionWith,Undirected,1.0
Protein_TANK,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TANK,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TANK,Protein_TANK,hasPhysicalInteractionWith,Undirected,1.0
Protein_TCEA1,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_TCEA1,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_TCEA1,Protein_CSE1L,hasPhysicalInteractionWith,Undirected,1.0
Protein_TCEA1,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_CDK9,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_ATN1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_EEF1D,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_NME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_MCM7,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_MCM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_RPS7,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_PPP2CB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_SMARCC2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_PRKCB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_UTP14A,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_TERF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_YY1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_SUPT5H,hasPhysicalInteractionWith,Undirected,1.0
Protein_TERF1,Protein_U2AF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TFPT,Protein_YY1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TFPT,Protein_YY1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TFPT,Protein_TFPT,hasPhysicalInteractionWith,Undirected,1.0
Protein_TK1,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TK1,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_TK1,Protein_PSME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TK1,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_TK1,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_TK1,Protein_UNC119,hasPhysicalInteractionWith,Undirected,1.0
Protein_TK1,Protein_TK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_RBBP4,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_SMARCC2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_PML,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_SUMO1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TOPORS,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_TPM3,Protein_TFPT,hasPhysicalInteractionWith,Undirected,1.0
Protein_TPM3,Protein_TPM3,hasPhysicalInteractionWith,Undirected,1.0
Protein_TPM3,Protein_TRIP6,hasPhysicalInteractionWith,Undirected,1.0
Protein_TPM3,Protein_BLOC1S6,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_CASP8,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_CASP8,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_IKBKE,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_TAB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_TAB2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_RIPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_RIPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_TANK,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_TANK,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_TDP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRAF2,Protein_EIF2AK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_CDKN1B,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_IKBKB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_DAXX,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_SKP2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_TRIM21,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM21,Protein_UBE2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM23,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM23,Protein_TRIM23,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM23,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM23,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM23,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIM23,Protein_SIAH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIP6,Protein_P4HB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIP6,Protein_NEDD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIP6,Protein_NEDD9,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIP6,Protein_UBE2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIP6,Protein_TTLL12,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIP6,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TRIP6,Protein_TTC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTC1,Protein_EFTUD2,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTC1,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTC1,Protein_TTLL12,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTLL12,Protein_ATP6V1F,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTLL12,Protein_ACTR3,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTLL12,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTLL12,Protein_UBE2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_TTLL12,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TDP2,Protein_ETS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TDP2,Protein_ETS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_NME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_PSME1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_TUBG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_RPL10A,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_RPS3A,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_RPS9,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_TUBG1,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_U2AF1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_U2AF1,Protein_RNPS1,hasPhysicalInteractionWith,Undirected,1.0
Protein_U2AF1,Protein_SRPK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2W,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2W,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBE2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBA1,Protein_UBA1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2C,Protein_ATP6V1F,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2C,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2C,Protein_UBE2C,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_ATP6V1F,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_HIF1A,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_SIAH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_SIAH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D1,Protein_UBE2D1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_BARD1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_BARD1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_ISG15,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_SIAH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_SIAH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_RPLP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2D3,Protein_UBE2D3,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2W,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2W,Protein_RNF4,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2W,Protein_UFM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2W,Protein_TOPORS,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBE2W,Protein_UBE2W,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBTF,Protein_SMARCA5,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBTF,Protein_SMARCA5,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBTF,Protein_RUNX2,hasPhysicalInteractionWith,Undirected,1.0
Protein_UBTF,Protein_RUNX2,hasPhysicalInteractionWith,Undirected,1.0
Protein_UNC119,Protein_FYN,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP10,Protein_G3BP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP10,Protein_G3BP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP10,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP10,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP10,Protein_USP10,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP14,Protein_ADRM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP14,Protein_ADRM1,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP14,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP14,Protein_PSMB5,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP14,Protein_PSMC6,hasPhysicalInteractionWith,Undirected,1.0
Protein_USP14,Protein_PSMC6,hasPhysicalInteractionWith,Undirected,1.0
Protein_WDR77,Protein_SNRPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_WDR77,Protein_SF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_WDR77,Protein_WDR77,hasPhysicalInteractionWith,Undirected,1.0
Protein_YBX1,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YBX1,Protein_PTBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YBX1,Protein_TUBA4A,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_CDKN1B,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_CDKN1B,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_PCBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_MARK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_MARK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_SF3B1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAE,Protein_SRRM2,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_BAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_ACTG1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_ACTB,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_CLTC,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_CSE1L,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_HNRNPC,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_GAPDH,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_DDX1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_HNRNPH1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_MARK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_MARK2,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_SRSF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_SRSF1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_PDPK1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_YWHAE,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_TCP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_PKM,hasPhysicalInteractionWith,Undirected,1.0
Protein_YWHAQ,Protein_RPL10A,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_CREB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_CREB1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_ILF3,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_MTA2,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_MYC,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_MAX,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_SMAD4,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_YY1,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_TFPT,hasPhysicalInteractionWith,Undirected,1.0
Protein_YY1,Protein_TFPT,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_NUP214,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_PABPC1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_MED30,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_SH3KBP1,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_YWHAQ,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_TRAF2,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_PPP2CB,hasPhysicalInteractionWith,Undirected,1.0
Protein_ZFP36,Protein_TANK,hasPhysicalInteractionWith,Undirected,1.0
